event_id,timestamp,control_id,domain,system,parameter,baseline_value,current_value,drift_detected,severity,action,changed_by,change_source,approval_status,environment,maintenance_window
EVT-000914,2026-02-25T16:49:03Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_035,emergency,approved,production,False
EVT-000707,2026-02-25T17:51:40Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_012,maintenance,approved,production,True
EVT-000243,2026-02-26T18:20:02Z,CTRL-LOG-022,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_041,maintenance,approved,staging,False
EVT-000933,2026-02-27T10:37:20Z,CTRL-NET-010,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_025,emergency,approved,staging,True
EVT-000462,2026-02-27T11:08:53Z,CTRL-SRV-002,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_007,maintenance,approved,staging,True
EVT-000771,2026-02-27T11:53:03Z,CTRL-IAM-020,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_035,maintenance,expired,testing,False
EVT-000434,2026-02-27T12:00:04Z,CTRL-SRV-027,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_018,change_request,approved,development,True
EVT-000229,2026-02-27T12:32:12Z,CTRL-LOG-021,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_028,maintenance,approved,production,False
EVT-000303,2026-02-27T17:40:16Z,CTRL-IAM-012,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_029,change_request,approved,testing,True
EVT-000814,2026-02-27T20:52:01Z,CTRL-CLD-005,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,rollback,admin_035,change_request,pending,production,True
EVT-000074,2026-02-28T09:36:53Z,CTRL-IAM-017,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_006,change_request,approved,production,False
EVT-000852,2026-02-28T11:12:23Z,CTRL-IAM-009,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_001,maintenance,approved,production,False
EVT-000203,2026-02-28T15:32:15Z,CTRL-IAM-011,Identity,AWS IAM,access_key_rotation,90 days,Never,True,MEDIUM,modification,admin_006,change_request,approved,development,False
EVT-000253,2026-03-01T10:16:00Z,CTRL-NET-022,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_005,maintenance,approved,staging,False
EVT-000526,2026-03-01T21:01:42Z,CTRL-CLD-009,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_002,change_request,approved,production,True
EVT-000884,2026-03-02T11:46:47Z,CTRL-LOG-014,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_013,maintenance,approved,staging,False
EVT-000049,2026-03-02T12:21:33Z,CTRL-IAM-002,Identity,AWS IAM,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_050,manual,pending,staging,False
EVT-000729,2026-03-02T13:55:11Z,CTRL-NET-012,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_002,change_request,approved,testing,True
EVT-000278,2026-03-03T00:37:37Z,CTRL-SRV-031,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_006,maintenance,approved,development,True
EVT-000693,2026-03-03T09:40:16Z,CTRL-LOG-018,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_001,change_request,approved,staging,True
EVT-000114,2026-03-03T11:10:37Z,CTRL-IAM-013,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_043,change_request,pending,production,False
EVT-000021,2026-03-03T13:22:33Z,CTRL-SRV-012,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_045,manual,emergency,testing,False
EVT-000980,2026-03-03T15:42:45Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_007,emergency,approved,development,True
EVT-000476,2026-03-03T15:52:45Z,CTRL-SRV-028,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_042,change_request,approved,testing,True
EVT-000770,2026-03-03T16:58:08Z,CTRL-LOG-002,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Disabled,True,CRITICAL,rollback,admin_017,maintenance,pending,staging,True
EVT-000096,2026-03-04T11:12:28Z,CTRL-SRV-006,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_022,manual,approved,staging,False
EVT-000810,2026-03-04T13:10:10Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_043,change_request,pending,development,True
EVT-000750,2026-03-04T16:26:23Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_042,change_request,expired,production,False
EVT-000606,2026-03-05T09:57:27Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_008,change_request,approved,production,True
EVT-000059,2026-03-05T12:27:55Z,CTRL-NET-012,Network,Cisco Firewall,firewall_logging,Enabled,Disabled,True,HIGH,modification,admin_006,manual,emergency,testing,False
EVT-000892,2026-03-05T12:57:15Z,CTRL-NET-013,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_019,change_request,approved,production,True
EVT-000642,2026-03-05T14:15:46Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_034,change_request,approved,testing,True
EVT-000176,2026-03-05T16:56:34Z,CTRL-LOG-024,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_039,change_request,approved,testing,True
EVT-000610,2026-03-05T19:12:56Z,CTRL-IAM-007,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_006,maintenance,approved,development,True
EVT-000800,2026-03-05T21:59:07Z,CTRL-CLD-018,Cloud,AWS EC2,ebs_encryption,AES256,AES128,True,CRITICAL,rollback,admin_004,manual,pending,staging,False
EVT-000031,2026-03-06T04:17:30Z,CTRL-IAM-023,Identity,Microsoft Entra ID,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_028,emergency,pending,development,False
EVT-000062,2026-03-06T10:11:52Z,CTRL-NET-005,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_006,manual,pending,production,False
EVT-000858,2026-03-06T12:19:04Z,CTRL-LOG-015,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_049,change_request,approved,development,False
EVT-000177,2026-03-06T14:58:58Z,CTRL-IAM-012,Identity,AWS IAM,access_key_rotation,90 days,Never,True,MEDIUM,modification,admin_004,maintenance,approved,testing,False
EVT-000089,2026-03-06T15:35:06Z,CTRL-NET-008,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_019,manual,approved,testing,False
EVT-000993,2026-03-06T15:39:17Z,CTRL-SRV-006,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_048,maintenance,approved,staging,False
EVT-000752,2026-03-06T22:17:33Z,CTRL-LOG-022,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_045,manual,pending,staging,False
EVT-000419,2026-03-07T13:43:29Z,CTRL-SRV-014,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_049,change_request,approved,staging,True
EVT-000080,2026-03-07T13:51:29Z,CTRL-IAM-016,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_006,change_request,pending,testing,False
EVT-000078,2026-03-07T14:31:20Z,CTRL-CLD-004,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_004,change_request,approved,testing,False
EVT-000068,2026-03-07T22:33:33Z,CTRL-NET-007,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_013,manual,approved,development,False
EVT-000217,2026-03-07T23:59:47Z,CTRL-LOG-025,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_015,change_request,approved,production,True
EVT-000275,2026-03-08T04:54:07Z,CTRL-SRV-013,Endpoint,Windows Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_023,change_request,approved,production,True
EVT-000861,2026-03-08T09:05:59Z,CTRL-NET-020,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_036,change_request,approved,testing,False
EVT-000162,2026-03-08T11:44:08Z,CTRL-LOG-028,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_045,maintenance,approved,testing,False
EVT-000721,2026-03-08T12:09:23Z,CTRL-CLD-010,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_034,maintenance,approved,staging,True
EVT-000570,2026-03-08T12:45:30Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_019,maintenance,approved,development,True
EVT-000047,2026-03-08T14:09:52Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Disabled,True,CRITICAL,modification,admin_005,manual,emergency,testing,False
EVT-000181,2026-03-08T20:09:32Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_016,maintenance,approved,production,False
EVT-000160,2026-03-09T07:04:40Z,CTRL-NET-008,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_032,manual,approved,testing,False
EVT-000901,2026-03-09T09:40:26Z,CTRL-LOG-026,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_023,manual,approved,staging,True
EVT-000815,2026-03-09T10:10:48Z,CTRL-SRV-013,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_050,manual,pending,production,False
EVT-000373,2026-03-09T10:15:06Z,CTRL-SRV-004,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_027,maintenance,approved,testing,True
EVT-000400,2026-03-09T10:34:55Z,CTRL-LOG-016,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_036,change_request,approved,testing,True
EVT-000655,2026-03-09T12:21:09Z,CTRL-SRV-003,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_043,maintenance,approved,development,True
EVT-000097,2026-03-09T13:05:42Z,CTRL-IAM-017,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_038,change_request,approved,production,False
EVT-000482,2026-03-09T13:14:35Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_007,maintenance,approved,development,True
EVT-000385,2026-03-10T02:33:44Z,CTRL-SRV-017,Endpoint,Linux Server,auditd_enabled,Running,Running,False,NONE,modification,admin_049,maintenance,approved,production,True
EVT-000481,2026-03-10T08:05:12Z,CTRL-IAM-007,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_015,maintenance,approved,development,True
EVT-000864,2026-03-10T09:00:39Z,CTRL-IAM-023,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_010,change_request,approved,development,True
EVT-000299,2026-03-10T09:30:59Z,CTRL-LOG-023,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_019,change_request,approved,development,True
EVT-000694,2026-03-10T12:02:31Z,CTRL-IAM-012,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_042,change_request,approved,testing,True
EVT-000605,2026-03-10T17:49:12Z,CTRL-NET-019,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_041,maintenance,approved,development,True
EVT-000834,2026-03-11T12:44:44Z,CTRL-IAM-001,Identity,AWS IAM,mfa_enabled,Required,Disabled,True,CRITICAL,rollback,admin_042,manual,pending,production,True
EVT-000949,2026-03-11T13:34:02Z,CTRL-LOG-022,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_026,change_request,approved,staging,False
EVT-000528,2026-03-11T14:39:52Z,CTRL-NET-005,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_021,change_request,approved,production,True
EVT-000248,2026-03-11T17:38:01Z,CTRL-CLD-015,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,modification,admin_005,maintenance,approved,development,True
EVT-000950,2026-03-11T18:57:53Z,CTRL-CLD-019,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_029,emergency,approved,development,False
EVT-000249,2026-03-12T09:28:40Z,CTRL-SRV-029,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_031,change_request,approved,production,False
EVT-000306,2026-03-12T09:50:13Z,CTRL-IAM-027,Identity,Microsoft Entra ID,risk_policy,Enabled,Enabled,False,NONE,modification,admin_038,maintenance,approved,development,True
EVT-000519,2026-03-12T13:09:40Z,CTRL-CLD-018,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_007,change_request,approved,staging,True
EVT-000172,2026-03-12T16:03:30Z,CTRL-NET-024,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_031,maintenance,approved,testing,False
EVT-000023,2026-03-12T16:51:41Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_035,manual,pending,testing,False
EVT-000076,2026-03-13T08:08:18Z,CTRL-SRV-008,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_050,manual,approved,testing,False
EVT-000593,2026-03-13T10:25:25Z,CTRL-CLD-016,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_025,maintenance,approved,testing,True
EVT-000268,2026-03-13T10:26:26Z,CTRL-SRV-016,Endpoint,Windows Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_032,change_request,approved,testing,True
EVT-000617,2026-03-13T11:51:35Z,CTRL-SRV-021,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_043,change_request,approved,production,True
EVT-000150,2026-03-13T16:52:10Z,CTRL-SRV-022,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_031,change_request,approved,staging,False
EVT-000665,2026-03-13T19:47:20Z,CTRL-LOG-025,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_006,change_request,approved,production,True
EVT-000764,2026-03-13T21:20:00Z,CTRL-LOG-012,Cloud,AWS CloudTrail,log_file_validation,Enabled,Disabled,True,HIGH,rollback,admin_003,manual,pending,testing,True
EVT-000349,2026-03-14T12:08:37Z,CTRL-NET-022,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_008,change_request,approved,staging,True
EVT-000825,2026-03-14T13:50:30Z,CTRL-CLD-028,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_022,change_request,expired,testing,False
EVT-000928,2026-03-14T14:19:50Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_033,emergency,approved,development,False
EVT-000913,2026-03-14T14:22:38Z,CTRL-LOG-014,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_001,emergency,approved,staging,False
EVT-000712,2026-03-14T14:55:55Z,CTRL-SRV-032,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_017,maintenance,approved,testing,True
EVT-000024,2026-03-15T09:30:06Z,CTRL-CLD-008,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,modification,admin_039,emergency,pending,testing,False
EVT-000539,2026-03-15T13:36:09Z,CTRL-LOG-018,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_026,maintenance,approved,staging,True
EVT-000822,2026-03-15T20:40:25Z,CTRL-IAM-014,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_020,manual,expired,staging,True
EVT-000453,2026-03-16T08:27:41Z,CTRL-CLD-024,Cloud,AWS EC2,instance_metadata_v2,Required,Required,False,NONE,modification,admin_006,maintenance,approved,testing,True
EVT-000036,2026-03-16T14:46:12Z,CTRL-SRV-010,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_021,manual,pending,staging,False
EVT-000755,2026-03-16T14:53:42Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,rollback,admin_001,change_request,expired,development,False
EVT-000010,2026-03-16T17:59:43Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_050,manual,emergency,testing,False
EVT-000586,2026-03-17T13:02:38Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_009,change_request,approved,development,True
EVT-000785,2026-03-17T14:15:19Z,CTRL-CLD-005,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,rollback,admin_038,maintenance,pending,production,False
EVT-000833,2026-03-17T14:29:49Z,CTRL-IAM-010,Identity,AWS IAM,access_key_rotation,90 days,Never,True,MEDIUM,rollback,admin_018,maintenance,expired,staging,False
EVT-000900,2026-03-18T10:09:27Z,CTRL-CLD-018,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_019,maintenance,approved,staging,True
EVT-000061,2026-03-18T13:14:17Z,CTRL-IAM-020,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_020,manual,pending,testing,False
EVT-000104,2026-03-18T13:54:59Z,CTRL-IAM-017,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_028,change_request,pending,production,False
EVT-000283,2026-03-18T14:22:07Z,CTRL-SRV-026,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_016,change_request,approved,staging,True
EVT-000804,2026-03-18T15:46:59Z,CTRL-SRV-031,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,rollback,admin_018,maintenance,expired,development,False
EVT-000048,2026-03-18T17:36:13Z,CTRL-LOG-016,Cloud,AWS CloudTrail,kms_encryption,Enabled,Disabled,True,CRITICAL,modification,admin_015,manual,emergency,testing,False
EVT-000478,2026-03-18T21:14:53Z,CTRL-LOG-012,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_021,change_request,approved,testing,True
EVT-000101,2026-03-19T08:54:32Z,CTRL-SRV-023,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_020,change_request,approved,development,False
EVT-000651,2026-03-19T10:48:45Z,CTRL-LOG-015,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_050,change_request,approved,development,True
EVT-000183,2026-03-19T15:23:28Z,CTRL-SRV-016,Endpoint,Windows Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_007,maintenance,approved,testing,False
EVT-000382,2026-03-20T11:18:13Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_036,maintenance,approved,testing,True
EVT-000503,2026-03-20T15:29:38Z,CTRL-LOG-027,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_037,change_request,approved,development,True
EVT-000904,2026-03-21T09:53:51Z,CTRL-SRV-017,Endpoint,Linux Server,auditd_enabled,Running,Running,False,NONE,modification,admin_047,manual,approved,production,True
EVT-000365,2026-03-21T10:03:40Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_030,maintenance,approved,production,True
EVT-000723,2026-03-21T13:42:28Z,CTRL-SRV-001,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_013,maintenance,approved,production,True
EVT-000580,2026-03-21T13:56:19Z,CTRL-SRV-026,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_048,maintenance,approved,staging,True
EVT-000960,2026-03-21T15:01:06Z,CTRL-LOG-020,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_038,manual,approved,testing,False
EVT-000189,2026-03-21T15:04:36Z,CTRL-SRV-017,Endpoint,Linux Server,auditd_enabled,Running,Stopped,True,HIGH,modification,admin_019,maintenance,approved,production,True
EVT-000947,2026-03-21T21:47:38Z,CTRL-SRV-031,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_034,change_request,approved,development,True
EVT-000371,2026-03-21T22:48:12Z,CTRL-IAM-010,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_022,maintenance,approved,staging,True
EVT-000638,2026-03-22T04:51:47Z,CTRL-CLD-020,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_008,change_request,approved,testing,True
EVT-000647,2026-03-22T05:54:05Z,CTRL-SRV-015,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_013,change_request,approved,development,True
EVT-000563,2026-03-22T08:30:27Z,CTRL-SRV-022,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_042,maintenance,approved,staging,True
EVT-000358,2026-03-22T09:58:04Z,CTRL-CLD-018,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_025,change_request,approved,staging,True
EVT-000554,2026-03-22T10:44:17Z,CTRL-IAM-018,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_012,change_request,approved,staging,True
EVT-000731,2026-03-22T12:41:38Z,CTRL-IAM-016,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_023,change_request,expired,testing,False
EVT-000065,2026-03-22T16:47:19Z,CTRL-NET-016,Network,Cisco Firewall,ssh_access,Restricted,Open,True,HIGH,modification,admin_033,change_request,pending,testing,False
EVT-000671,2026-03-22T17:39:17Z,CTRL-IAM-025,Identity,Microsoft Entra ID,risk_policy,Enabled,Enabled,False,NONE,modification,admin_037,change_request,approved,production,True
EVT-000072,2026-03-22T18:37:23Z,CTRL-CLD-002,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_023,change_request,pending,staging,False
EVT-000886,2026-03-22T18:52:57Z,CTRL-LOG-019,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_033,manual,approved,development,False
EVT-000428,2026-03-23T00:01:43Z,CTRL-NET-018,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_006,maintenance,approved,staging,True
EVT-000206,2026-03-23T01:41:43Z,CTRL-LOG-026,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_012,maintenance,approved,staging,False
EVT-000711,2026-03-23T11:24:08Z,CTRL-IAM-024,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_015,maintenance,approved,testing,True
EVT-000522,2026-03-23T17:35:56Z,CTRL-NET-007,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_024,maintenance,approved,development,True
EVT-000680,2026-03-23T17:40:44Z,CTRL-SRV-030,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_036,maintenance,approved,staging,True
EVT-000828,2026-03-24T11:36:27Z,CTRL-IAM-010,Identity,AWS IAM,access_key_rotation,90 days,Never,True,MEDIUM,modification,admin_026,change_request,expired,staging,True
EVT-000970,2026-03-24T15:22:35Z,CTRL-CLD-002,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_007,manual,approved,staging,False
EVT-000219,2026-03-24T15:23:34Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_005,change_request,approved,development,True
EVT-000081,2026-03-24T15:25:37Z,CTRL-NET-015,Network,Cisco Firewall,ssh_access,Restricted,Open,True,HIGH,modification,admin_033,change_request,approved,development,False
EVT-000842,2026-03-24T18:30:05Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,rollback,admin_041,maintenance,pending,production,True
EVT-000318,2026-03-25T13:18:54Z,CTRL-CLD-016,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_005,maintenance,approved,testing,True
EVT-000412,2026-03-25T19:30:59Z,CTRL-IAM-006,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_018,change_request,approved,staging,True
EVT-000797,2026-03-26T08:51:29Z,CTRL-NET-017,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,rollback,admin_023,manual,expired,production,True
EVT-000386,2026-03-26T09:18:18Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_036,change_request,approved,production,True
EVT-000142,2026-03-26T13:34:24Z,CTRL-NET-007,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_048,change_request,pending,development,False
EVT-000075,2026-03-27T06:37:46Z,CTRL-CLD-001,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_022,manual,pending,production,False
EVT-000276,2026-03-27T19:27:06Z,CTRL-NET-024,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_023,maintenance,approved,testing,True
EVT-000393,2026-03-27T20:27:13Z,CTRL-LOG-006,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_010,change_request,approved,staging,True
EVT-000291,2026-03-28T03:30:50Z,CTRL-SRV-021,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_023,maintenance,approved,production,True
EVT-000939,2026-03-28T09:00:32Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_030,emergency,approved,testing,False
EVT-000105,2026-03-28T09:23:59Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_013,change_request,pending,testing,False
EVT-000919,2026-03-28T11:08:32Z,CTRL-IAM-013,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_041,maintenance,approved,production,True
EVT-000296,2026-03-28T12:22:20Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_008,maintenance,approved,testing,True
EVT-000304,2026-03-28T12:57:07Z,CTRL-IAM-003,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_011,maintenance,approved,development,True
EVT-000307,2026-03-28T13:16:01Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_039,change_request,approved,production,True
EVT-000026,2026-03-28T13:55:36Z,CTRL-SRV-003,Endpoint,Windows Server,bitlocker,Enabled,Disabled,True,CRITICAL,modification,admin_004,emergency,pending,development,False
EVT-000067,2026-03-28T22:38:42Z,CTRL-SRV-022,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_005,manual,pending,staging,False
EVT-000300,2026-03-29T06:19:09Z,CTRL-IAM-012,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_050,maintenance,approved,testing,True
